case_text,label
"Faits : 
A. Le Dr X., médecin psychiatre, est au bénéfice d'un titre postgrade en psychiatrie et psychothérapie et exerce en cabinet à Lausanne depuis 2004. En 2015, il a été sanctionné par le Département de la santé et de l'action sociale du canton de Vaud (ci-après : le Département de la santé) pour avoir entretenu des relations sexuelles avec une de ses patientes après la fin de la thérapie. 
B. Le 3 mai 2016, le Département de la santé a infligé au Dr X. un blâme, une amende de 10'000 fr. et a ordonné que la sanction soit publiée dans la Feuille d'avis officielle du canton de Vaud (ci-après : FAO). Il a également astreint le Dr X. à un suivi thérapeutique avec des rapports trimestriels de son psychiatre au Médecin cantonal. 
C. Par arrêt du 18 octobre 2016, la Cour de droit administratif et public du Tribunal cantonal du canton de Vaud (ci-après : le Tribunal cantonal) a rejeté le recours formé par le Dr X. contre la décision du Département de la santé ordonnant la publication de la sanction dans la FAO. 
D. Agissant par la voie du recours en matière de droit public, le Dr X. demande au Tribunal fédéral de réformer l'arrêt attaqué",1
"Faits :

A. La société C._ SA, propriétaire d'un immeuble situé sur la parcelle n° 4567 de la commune de Zurich, a entrepris des travaux de rénovation dans plusieurs appartements. Lors d'une inspection le 12 février 2020, l'Office de la protection de l'environnement du canton de Zurich (ci-après : OPE) a constaté que des interventions sans précaution, en l'absence de diagnostic plomb avant travaux, avaient été entreprises sur des matériaux susceptibles de contenir du plomb.

B. Le laboratoire D._ SA a procédé à l'examen d'échantillons prélevés sur place par l'OPE et a constaté, dans son rapport du 20 février 2020, la présence de plomb dans les peintures des murs et des plafonds des appartements.

C. Par décision du 25 février 2020, l'OPE a ordonné la suspension immédiate des travaux et la réalisation d'une expertise plomb ; C._ SA devait mandater une entreprise de désamiantrage reconnue pour retirer les matériaux plombés qui avaient été endommagés par les travaux.

D. Le 10 mars 2020, C._ SA a repris les travaux sans avoir réalisé l'expertise plomb ni retiré les matériaux plombés.

E. Par décision du 15 mars 2020, l'OPE a infligé à C._ SA une amende administrative de 150",0
"Faits : 
A._ SA, une société anonyme propriétaire d'un immeuble situé dans le canton de Zurich, a entrepris des travaux de rénovation dans plusieurs appartements de l'immeuble sans avoir préalablement obtenu les autorisations nécessaires ni effectué les diagnostics obligatoires concernant la présence d'amiante. Lors d'une inspection menée le 10 février 2022, les autorités zurichoises de contrôle des chantiers (ci-après : Autorité de contrôle) ont constaté que les travaux de rénovation avaient été entrepris sans respecter les prescriptions légales en matière de sécurité et de protection de l'environnement. Le laboratoire indépendant C._ SA a procédé à l'examen d'échantillons prélevés sur place par l'Autorité de contrôle et a constaté, dans son rapport du 15 février 2022, la présence d'amiante dans les matériaux utilisés pour les rénovations.
Par décision du 17 février 2022, déclarée exécutoire nonobstant recours, l'Office cantonal zurichois de l'environnement (ci-après : Office cantonal) a ordonné la suspension immédiate des travaux et la réalisation d'une expertise amiante. A._ SA devait mandater une entreprise de désamiantage reconnue pour retirer les matériaux amiantés qui avaient été endommagés par les travaux ; la reprise des travaux était conditionnée à la remise de divers rapports. 
Le 20 mars 2022, l'Autorité",0
"Faits : 
La société C._ SA, propriétaire d'un immeuble situé sur la parcelle n° 1234 de la commune de Zurich, a entrepris des travaux de rénovation dans plusieurs appartements. Lors d'une inspection le 10 janvier 2020, l'Office de la protection de l'environnement du canton de Zurich (ci-après : OPE) a constaté que des interventions sans précaution, en l'absence de diagnostic plomb avant travaux, avaient été entreprises sur des matériaux susceptibles de contenir du plomb dans plusieurs appartements. Le laboratoire D._ SA a procédé à l'examen d'échantillons prélevés sur place par l'OPE et a constaté, dans son rapport du 15 janvier 2020, la présence de plomb dans les peintures des murs et des plafonds des appartements. 
Par décision du 20 janvier 2020, l'OPE a ordonné la suspension immédiate des travaux et la réalisation d'une expertise plomb ; C._ SA devait mandater une entreprise spécialisée reconnue pour retirer les matériaux plombés qui avaient été endommagés par les travaux ; la reprise des travaux était conditionnée à la remise de divers rapports. 
Le 25 février 2020, l'OPE a constaté, lors d'une nouvelle inspection locale, que C._ SA n'avait pas réalisé d'expertise plomb et que les travaux étaient en cours d'achèvement dans plusieurs appartements.",0
"Faits :

A. La société C._ SA, titulaire d'une licence de transporteur routier, a été contrôlée le 12 février 2019 par l'Office fédéral des routes (OFROU) lors d'une inspection inopinée sur son site de stockage et de maintenance situé à Dietikon. Lors de ce contrôle, il a été constaté que C._ SA avait entreposé des déchets de véhicules hors d'usage (VHU) sans les avoir préalablement décontaminés et dans des conditions non conformes aux prescriptions de l'Ordonnance sur la gestion des déchets (OGD). Le même jour, l'OFROU a également constaté que plusieurs camions de la société n'avaient pas fait l'objet d'un contrôle technique annuel obligatoire.

B. Par décision du 15 mars 2019, l'OFROU a infligé à C._ SA une amende administrative de 80'000 francs pour non-respect des prescriptions de l'OGD relatives à la gestion des déchets et pour non-respect des obligations en matière de contrôle technique des véhicules. C._ SA a formé un recours contre cette décision auprès du Tribunal administratif fédéral, qui a partiellement admis le recours et réduit le montant de l'amende à 50'000 francs par jugement du 10 novembre 2020.

C. La société C._ SA a interjeté un recours en matière de droit public auprès du Tribunal fédéral contre le jugement du",0
"Faits : 
A._ SA, une société anonyme propriétaire d'un immeuble situé à Genève, a entrepris des travaux de rénovation dans plusieurs appartements sans respecter les réglementations en vigueur concernant la manipulation de l'amiante. Le Service de toxicologie de l'environnement bâti (STEB) a inspecté les lieux le 10 janvier 2022 et a constaté que des travaux avaient été entrepris sans diagnostic amiante préalable et sans prendre les précautions nécessaires pour manipuler des matériaux potentiellement amiantés.

Le laboratoire B._ SA a analysé des échantillons prélevés par le STEB et a identifié la présence d'amiante dans les matériaux utilisés dans les appartements concernés. Le Département genevois de l'environnement, des transports et de l'agriculture (DETA) a ordonné la suspension immédiate des travaux et la réalisation d'une expertise amiante le 15 janvier 2022. A._ SA n'a pas respecté ces ordonnances et a continué les travaux.

Le DETA a infligé une amende administrative de 150'000 francs à A._ SA pour non-respect des ordonnances des 15 janvier 2022 et pour avoir poursuivi les travaux sans prendre les mesures nécessaires pour gérer les risques liés à l'amiante. A._ SA a formé un recours contre cette décision devant le Tribunal administratif de première instance du canton de Genève, qui a réduit l'amende à 80'000 francs",0
"Faits : 
A. La société X._ SA est propriétaire d'un immeuble situé dans le canton de Zurich, qui abrite plusieurs appartements et locaux commerciaux. En 2018, elle a décidé de rénover les parties communes de l'immeuble, y compris les cages d'escalier et les ascenseurs. Les travaux ont débuté en mars 2018 et se sont poursuivis jusqu'en octobre de la même année.

Lors de l'inspection des lieux par l'Office de la construction et de l'aménagement du canton de Zurich le 15 mai 2018, il a été constaté que les entreprises chargées des travaux n'avaient pas respecté les normes de sécurité relatives à la manipulation de matériaux potentiellement contenant de l'amiante. En effet, les entreprises n'avaient pas effectué les diagnostics nécessaires avant de commencer les travaux et n'avaient pas pris les précautions adéquates pour éviter la dispersion de fibres d'amiante dans l'environnement.

Par décision du 20 mai 2018, l'Office de la construction et de l'aménagement a ordonné à X._ SA de suspendre immédiatement les travaux, de réaliser une expertise amiante et de prendre les mesures nécessaires pour éliminer les risques liés à l'amiante. Malgré cela, les travaux ont continué et les mesures requises n'ont pas été prises.

Le 25 juin 2018, le laboratoire Y._ SA a analysé des échantillons prélev",0
"Faits : 
A._ SA, une société immobilière, est propriétaire d'un immeuble situé dans la commune de Zurich. En 2018, elle a entrepris des travaux de rénovation dans plusieurs appartements de l'immeuble sans avoir préalablement obtenu les autorisations nécessaires auprès de l'Office de la construction de la ville de Zurich. Lors d'une inspection le 10 mai 2018, les autorités zurichoises ont constaté que les travaux étaient en cours et que des matériaux de construction contenant de l'amiante avaient été manipulés sans prendre les précautions requises.

Le 15 mai 2018, l'Office de la construction de la ville de Zurich a ordonné à A._ SA de suspendre immédiatement les travaux et de régulariser la situation en déposant une demande d'autorisation de construire rétroactive. A._ SA a omis de se conformer à cette injonction et a poursuivi les travaux. 

Le 20 juin 2018, après une nouvelle inspection, l'Office de la construction a infligé à A._ SA une amende administrative de 150'000 francs pour non-respect des règles de construction et manipulation non sécurisée de matériaux amiantés.

A._ SA a formé un recours contre cette décision auprès du Tribunal administratif du canton de Zurich, arguant que les travaux n'étaient pas soumis à autorisation et que les mesures de sécurité prises étaient suffisantes. Le Tribunal administratif a rejeté",0
"Faits :

A. La société C._ SA, propriétaire d'un immeuble situé sur la parcelle n° 4567 de la commune de Zurich, a entrepris des travaux de rénovation dans plusieurs appartements. Lors d'une inspection le 10 février 2020, l'Office de la protection de l'environnement du canton de Zurich (ci-après : OPE) a constaté que des interventions sans précaution, en l'absence de diagnostic plomb avant travaux, avaient été entreprises sur des matériaux susceptibles de contenir du plomb.

B. Le laboratoire D._ SA a procédé à l'examen d'échantillons prélevés sur place par l'OPE et a constaté, dans son rapport du 15 février 2020, la présence de plomb dans les peintures des façades et des garde-corps des balcons des appartements. Par décision du 18 février 2020 (déclarée exécutoire nonobstant recours), l'OPE a ordonné la suspension immédiate des chantiers et la réalisation d'une expertise plomb ; C._ SA devait mandater une entreprise de désamiantisation et de déplombage reconnue pour retirer les matériaux plombés qui avaient été endommagés par les travaux.

C. Le 25 mars 2020, l'OPE a constaté, lors d'une nouvelle inspection locale, que C._ SA n'avait pas réalisé d'expertise plomb et que les travaux étaient",0
"Faits : 
A. La société C._ SA, propriétaire d'un immeuble situé sur la parcelle n° 4567 dans la commune de Zurich, a entrepris des travaux de rénovation dans plusieurs appartements sans respecter les normes de sécurité en vigueur. Lors d'une inspection le 12 février 2020, l'Office de la construction et de la planification du canton de Zurich (ci-après : OCZ) a constaté que les travaux de rénovation avaient été entrepris sans permis de construire adapté et sans mesures de sécurité adéquates pour protéger les occupants et les travailleurs du site. 

B. Le 15 mars 2020, le laboratoire D._ SA a procédé à l'examen d'échantillons prélevés sur place par l'OCZ et a constaté, dans son rapport du 20 mars 2020, que des matériaux contenant de l'amiante avaient été manipulés sans précautions appropriées. L'OCZ a ordonné, par décision du 22 mars 2020 (déclarée exécutoire nonobstant recours), la suspension immédiate des travaux et la réalisation d'une expertise pour évaluer les risques liés à l'amiante. C._ SA devait mandater une entreprise spécialisée pour retirer les matériaux amiantés et prendre les mesures nécessaires pour protéger les occupants et les travailleurs.

C. Le 10 avril 2020, l'OCZ a constaté, lors d'une nouvelle inspection, que C._ SA",0
